

2.11.2022-2:21:55 -- Event - program started



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:29 -- Error - Input/output error



2.11.2022-2:37:30 -- Error - Input/output error



2.11.2022-2:37:30 -- Error - Input/output error



2.11.2022-2:37:30 -- Error - Input/output error



2.11.2022-2:37:30 -- Error - Input/output error



2.11.2022-2:37:30 -- Error - Unknown error



2.11.2022-2:37:30 -- Error - ******************End SnapShot******************



2.11.2022-2:37:36 -- Error - ********Show all actions taken***************



2.11.2022-2:38:53 -- Event - program started



2.11.2022-2:38:58 -- Error - ******************Start SnapShot****************



2.11.2022-2:38:58 -- Error - Unknown error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:58 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:38:59 -- Error - Input/output error



2.11.2022-2:39:0 -- Error - Unknown error



2.11.2022-2:39:0 -- Error - Unknown error



2.11.2022-2:39:0 -- Error - ******************End SnapShot******************



2.11.2022-2:39:2 -- Error - ******************Start SnapShot****************



2.11.2022-2:39:2 -- Error - Unknown error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:2 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Input/output error



2.11.2022-2:39:3 -- Error - Unknown error



2.11.2022-2:39:3 -- Error - Unknown error



2.11.2022-2:39:3 -- Error - ******************End SnapShot******************



2.11.2022-2:39:12 -- Error - ********Show all actions taken***************



2.11.2022-2:39:17 -- Error - ********Show all actions taken***************



2.11.2022-2:51:59 -- Event - program started



2.11.2022-2:52:3 -- Error - ******************Start SnapShot****************



2.11.2022-2:52:3 -- Error - Unknown error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



2.11.2022-2:52:3 -- Error - Input/output error



